area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,18 Months,Nakshtrawadi Extension 50,3 BHK,Nilgiri Heights,1510,3,0,78.18
Built-up  Area,18 Months,Nirala Bazaar Extension 43,3 BHK,Sai Residency,1519,1,1,71.51
Super built-up  Area,Immediate Possession,Baijipura West 6,1 BHK,Sunshine Towers,510,4,2,24.56
Carpet  Area,Ready To Move,Usmanpura Central 50,2 BHK,Golden Nest,1234,5,2,51.56
Built-up  Area,Immediate Possession,Shahgunj East 39,1 BHK,,549,1,1,21.01
Plot  Area,Immediate Possession,Usmanpura South 49,1 BHK,Sai Residency,429,4,3,21.51
Built-up  Area,18 Months,Paithan Road East 59,3 BHK,Sai Residency,1104,3,0,53.48
Plot  Area,Under Construction,Beed Bypass Sector 17,5 BHK,Lake View,3848,3,2,210.18
Built-up  Area,18 Months,Beed Bypass Enclave 28,2 Bedroom,Golden Nest,708,1,3,42.04
Super built-up  Area,Under Construction,Hudco Sector 59,2 Bedroom,Nilgiri Heights,1036,2,0,57.41
Built-up  Area,Ready To Move,Shendra MIDC North 54,2 BHK,Golden Nest,739,5,0,31.95
Plot  Area,18 Months,Shahgunj Enclave 43,3 BHK,Sai Residency,1399,1,0,67.97
Carpet  Area,Immediate Possession,Satara Area West 35,4 BHK,Nilgiri Heights,2381,5,2,88.34
Plot  Area,18 Months,Shendra MIDC East 12,4 BHK,Lake View,2705,1,1,171.27
Built-up  Area,Immediate Possession,Shivaji Nagar West 13,2 BHK,Rose Garden,1149,1,2,56.71
Built-up  Area,18 Months,Padegaon Extension 47,4 BHK,Golden Nest,2329,5,2,126.75
Carpet  Area,Under Construction,Nirala Bazaar Phase 23,1 BHK,Golden Nest,706,4,1,28.03
Carpet  Area,18 Months,Hudco Sector 34,3 Bedroom,Golden Nest,1237,4,1,79.56
Plot  Area,Immediate Possession,Usmanpura West 44,3 Bedroom,Green Park,1618,4,2,68.22
Super built-up  Area,Ready To Move,Aurangpura Enclave 51,2 BHK,Golden Nest,847,5,0,47.11
Super built-up  Area,Dec 2024,Pundlik Nagar Enclave 48,1 BHK,Nilgiri Heights,769,1,3,38.65
Plot  Area,18 Months,Vedant Nagar West 58,4 BHK,Sunshine Towers,1627,2,1,84.71
Plot  Area,Under Construction,Vedant Nagar Block 38,5 BHK,Lake View,2706,5,0,144.59
Plot  Area,Ready To Move,Shendra MIDC East 9,3 Bedroom,Sunshine Towers,1202,2,2,42.82
Carpet  Area,Ready To Move,Waluj MIDC Enclave 3,5 BHK,Rose Garden,4718,5,1,275.09
Built-up  Area,Dec 2024,Nirala Bazaar Central 39,2 BHK,Lake View,777,2,0,44.38
Super built-up  Area,Ready To Move,Seven Hills North 43,1 BHK,Sai Residency,727,1,2,36.63
Carpet  Area,Under Construction,Shivaji Nagar Phase 16,3 Bedroom,Lake View,1389,3,2,89.52
Super built-up  Area,Dec 2024,Hudco Enclave 43,2 Bedroom,Sai Residency,1037,5,3,56.82
Plot  Area,Ready To Move,Harsul North 4,3 Bedroom,,1023,4,2,63.86
Plot  Area,Ready To Move,Jalna Road Phase 19,2 Bedroom,,737,3,3,36.8
Plot  Area,Ready To Move,Jalna Road Block 6,3 BHK,Rose Garden,1723,2,3,65.75
Built-up  Area,Dec 2024,Waluj MIDC Phase 2,1 BHK,Rose Garden,702,4,1,36.91
Carpet  Area,Immediate Possession,Cantonment West 37,3 BHK,Sai Residency,1796,3,3,80.97
Carpet  Area,Ready To Move,Kranti Chowk North 42,3 BHK,,1786,5,1,91.67
Super built-up  Area,18 Months,Nakshtrawadi East 4,3 Bedroom,,1073,4,1,51.93
Built-up  Area,Immediate Possession,Shendra MIDC Sector 7,4 BHK,Sunshine Towers,2064,2,1,96.81
Super built-up  Area,Ready To Move,CIDCO Phase 22,2 BHK,Rose Garden,1028,4,3,52.76
Carpet  Area,18 Months,Paithan Road Central 15,5 BHK,Green Park,2612,4,3,133.45
Plot  Area,Under Construction,Jalna Road East 36,2 BHK,Green Park,1167,2,3,45.33
Plot  Area,Ready To Move,Paithan Road Enclave 25,3 BHK,Sunshine Towers,1236,3,3,63.89
Super built-up  Area,18 Months,Usmanpura Enclave 36,2 BHK,Lake View,1284,2,3,68.01
Built-up  Area,Under Construction,Shendra MIDC Central 35,1 BHK,Rose Garden,705,3,3,32.78
Super built-up  Area,Under Construction,Harsul South 2,4 BHK,Lake View,2985,5,3,127.65
Carpet  Area,18 Months,Paithan Road Enclave 22,2 Bedroom,Green Park,1109,1,3,56.62
Built-up  Area,Immediate Possession,Seven Hills Extension 26,2 Bedroom,Sai Residency,863,1,3,50.76
Carpet  Area,18 Months,Satara Area Central 20,3 Bedroom,Sunshine Towers,1331,2,1,55.48
Super built-up  Area,Ready To Move,CIDCO Central 17,5 BHK,Golden Nest,3480,5,3,174.64
Super built-up  Area,Immediate Possession,Jalna Road Enclave 10,3 BHK,Rose Garden,1701,5,2,64.72
Built-up  Area,Dec 2024,Shahgunj South 8,2 BHK,,969,5,2,57.79
Plot  Area,Dec 2024,Aurangpura West 3,2 BHK,Sai Residency,843,3,3,51.72
Carpet  Area,Under Construction,Baijipura South 14,3 Bedroom,Sunshine Towers,1007,2,1,44.58
Built-up  Area,Under Construction,Garkheda South 9,2 Bedroom,Green Park,807,3,0,41.55
Super built-up  Area,Under Construction,Aurangpura East 37,3 BHK,Rose Garden,1516,3,2,86.81
Carpet  Area,18 Months,MGM Campus North 28,3 Bedroom,Golden Nest,1648,1,3,97.05
Built-up  Area,18 Months,Usmanpura East 30,4 BHK,Lake View,2570,4,3,104.52
Super built-up  Area,18 Months,Garkheda Extension 33,3 Bedroom,Sunshine Towers,1584,4,2,59.29
Carpet  Area,Dec 2024,Vedant Nagar Central 52,1 BHK,Rose Garden,568,4,2,35.59
Super built-up  Area,Ready To Move,Hudco Block 27,2 Bedroom,Lake View,1233,3,0,64.03
Super built-up  Area,Ready To Move,MGM Campus West 17,3 BHK,Lake View,1302,5,1,47.17
Super built-up  Area,Under Construction,Jalna Road Enclave 5,3 Bedroom,Rose Garden,1238,5,3,54.31
Plot  Area,Ready To Move,Usmanpura Central 10,2 Bedroom,Golden Nest,776,4,2,43.96
Super built-up  Area,Under Construction,Satara Area Sector 23,3 BHK,Golden Nest,1367,2,0,71.2
Plot  Area,Immediate Possession,Jalna Road Extension 37,4 BHK,Sai Residency,2635,2,2,147.16
Plot  Area,18 Months,Harsul North 12,3 Bedroom,Rose Garden,1514,5,3,68.1
Plot  Area,18 Months,Vedant Nagar Block 20,2 Bedroom,Sai Residency,1196,1,3,60.05
Plot  Area,Under Construction,Pundlik Nagar Block 37,1 BHK,Sai Residency,496,3,3,29.38
Super built-up  Area,Immediate Possession,Cantonment Enclave 43,4 BHK,Rose Garden,2747,5,1,158.62
Carpet  Area,Immediate Possession,Paithan Road Enclave 22,3 Bedroom,Golden Nest,1093,1,0,44.58
Plot  Area,Dec 2024,Shivaji Nagar North 18,5 BHK,Nilgiri Heights,3677,3,0,150.48
Carpet  Area,Immediate Possession,CIDCO West 26,5 BHK,Rose Garden,3537,4,3,167.4
Plot  Area,Dec 2024,Shendra MIDC North 27,2 BHK,Lake View,1103,1,1,61.19
Built-up  Area,18 Months,Garkheda East 11,3 BHK,Golden Nest,1383,4,3,53.22
Built-up  Area,Ready To Move,CIDCO North 33,3 Bedroom,Green Park,1238,3,3,80.06
Super built-up  Area,Under Construction,Baijipura South 11,5 BHK,Sai Residency,3813,2,2,181.45
Built-up  Area,Ready To Move,Shahgunj Phase 15,1 BHK,Lake View,784,5,3,38.92
Super built-up  Area,18 Months,Seven Hills North 39,1 BHK,Sai Residency,533,4,2,24.58
Carpet  Area,Immediate Possession,CIDCO Block 28,4 BHK,Lake View,2468,2,1,149.0
Carpet  Area,Ready To Move,Nirala Bazaar West 9,2 Bedroom,Nilgiri Heights,1069,4,2,41.18
Built-up  Area,Under Construction,CIDCO Phase 2,2 BHK,Golden Nest,756,5,3,48.33
Built-up  Area,Under Construction,Usmanpura Block 32,2 Bedroom,Sunshine Towers,776,5,2,42.69
Carpet  Area,Ready To Move,Shivaji Nagar Phase 29,1 BHK,Lake View,499,2,1,23.46
Plot  Area,Dec 2024,Seven Hills Sector 56,5 BHK,Rose Garden,2914,4,0,154.61
Plot  Area,Ready To Move,Harsul North 6,2 Bedroom,Lake View,972,1,3,56.84
Plot  Area,Ready To Move,Cantonment East 12,3 BHK,Golden Nest,1028,1,1,40.72
Super built-up  Area,Dec 2024,Shivaji Nagar East 53,4 BHK,Sai Residency,2645,5,3,138.97
Plot  Area,Dec 2024,Cantonment Block 15,3 BHK,Golden Nest,1512,4,2,66.11
Super built-up  Area,Under Construction,Pundlik Nagar Block 14,2 BHK,Golden Nest,939,3,0,35.23
Super built-up  Area,18 Months,Vedant Nagar Enclave 7,2 Bedroom,Sunshine Towers,981,3,0,44.76
Super built-up  Area,Dec 2024,Pundlik Nagar Block 5,2 BHK,Rose Garden,903,3,0,52.57
Built-up  Area,Ready To Move,Baijipura Central 25,5 BHK,Rose Garden,4076,5,1,219.95
Plot  Area,Immediate Possession,Paithan Road Block 5,2 Bedroom,Golden Nest,1177,1,1,55.68
Built-up  Area,Ready To Move,Mukundwadi Enclave 2,2 Bedroom,Green Park,1011,2,2,46.59
Carpet  Area,Immediate Possession,Satara Area North 54,2 Bedroom,Golden Nest,1076,5,2,58.84
Built-up  Area,Dec 2024,Hudco Sector 7,1 BHK,Sai Residency,431,1,1,27.89
Carpet  Area,Ready To Move,Usmanpura Extension 21,5 BHK,,4585,1,3,269.27
Plot  Area,Under Construction,Seven Hills Enclave 41,3 BHK,Lake View,1567,3,1,85.5
Plot  Area,Under Construction,Beed Bypass East 40,3 BHK,Rose Garden,1439,4,3,76.21
Built-up  Area,Immediate Possession,Nakshtrawadi East 52,4 BHK,Nilgiri Heights,2744,1,2,146.68
Carpet  Area,Ready To Move,Seven Hills South 34,3 BHK,Sunshine Towers,1534,1,0,63.54
Plot  Area,Under Construction,Mukundwadi West 55,3 BHK,Nilgiri Heights,1528,5,2,58.21
Carpet  Area,Dec 2024,Jalna Road Sector 9,5 BHK,Lake View,3115,5,2,143.53
Carpet  Area,Immediate Possession,Waluj MIDC East 16,3 Bedroom,Sai Residency,1652,2,1,71.68
Plot  Area,Under Construction,Jalna Road Sector 20,3 BHK,Rose Garden,1400,2,2,87.67
Plot  Area,Dec 2024,Baijipura Central 38,5 BHK,Rose Garden,4864,2,3,194.96
Super built-up  Area,Under Construction,Baijipura West 42,3 BHK,Lake View,1158,2,0,53.4
Super built-up  Area,Immediate Possession,Paithan Road East 55,2 Bedroom,,1067,1,1,60.92
Plot  Area,Under Construction,Harsul East 7,4 BHK,Rose Garden,2245,5,1,84.95
Super built-up  Area,18 Months,Usmanpura Extension 21,3 BHK,Nilgiri Heights,1210,4,0,61.75
Plot  Area,18 Months,MGM Campus West 22,2 Bedroom,Golden Nest,866,2,0,39.65
Super built-up  Area,Under Construction,Cantonment West 4,2 BHK,Sunshine Towers,753,5,0,35.43
Plot  Area,Ready To Move,Padegaon West 10,4 BHK,Nilgiri Heights,2710,5,1,136.91
Super built-up  Area,Under Construction,MGM Campus Sector 4,1 BHK,Green Park,582,2,0,20.63
Super built-up  Area,18 Months,Harsul South 1,4 BHK,Golden Nest,2959,4,2,132.09
Super built-up  Area,Ready To Move,Shendra MIDC Central 5,3 BHK,Golden Nest,1162,3,3,66.96
Carpet  Area,18 Months,Vedant Nagar Extension 55,2 BHK,Rose Garden,1041,2,0,51.76
Built-up  Area,18 Months,Hudco Central 10,3 Bedroom,,1016,1,0,45.93
Carpet  Area,Ready To Move,Harsul West 58,3 Bedroom,Lake View,1185,5,2,49.08
Plot  Area,Dec 2024,Vedant Nagar Extension 5,3 BHK,Green Park,1505,3,0,71.69
Plot  Area,Dec 2024,Vedant Nagar North 39,3 Bedroom,Lake View,1249,2,1,44.13
Super built-up  Area,Ready To Move,Aurangpura Central 45,2 BHK,Sunshine Towers,1085,3,1,66.7
Built-up  Area,Ready To Move,Jalna Road West 50,3 Bedroom,,1759,4,2,74.32
Plot  Area,Immediate Possession,CIDCO Central 17,4 BHK,Sai Residency,2163,2,2,136.6
Carpet  Area,Immediate Possession,Beed Bypass Sector 20,4 BHK,Rose Garden,2715,4,2,111.44
Super built-up  Area,Immediate Possession,Beed Bypass Block 23,2 BHK,Green Park,929,2,3,37.42
Plot  Area,Immediate Possession,Jalna Road Block 6,5 BHK,Lake View,4610,1,3,284.87
Carpet  Area,Under Construction,Shendra MIDC South 36,3 BHK,Sunshine Towers,1291,3,1,54.79
Plot  Area,Dec 2024,Waluj MIDC North 48,1 BHK,Lake View,546,3,0,23.56
Plot  Area,Under Construction,Padegaon Central 2,3 Bedroom,Golden Nest,1636,4,3,61.06
Built-up  Area,Ready To Move,Nirala Bazaar West 50,4 BHK,Sunshine Towers,1780,4,1,91.9
Super built-up  Area,Dec 2024,Padegaon Sector 51,2 Bedroom,Sunshine Towers,1077,1,3,63.45
Carpet  Area,Under Construction,Usmanpura Enclave 54,3 BHK,,1526,4,3,90.71
Carpet  Area,18 Months,Cantonment East 38,4 BHK,Sai Residency,2302,5,2,89.91
Built-up  Area,Dec 2024,Cantonment Enclave 42,5 BHK,Green Park,4653,5,1,288.86
Carpet  Area,Immediate Possession,Usmanpura South 49,3 Bedroom,Sunshine Towers,1480,4,1,81.03
Plot  Area,Under Construction,Kranti Chowk North 32,3 Bedroom,Lake View,1792,1,0,87.74
Built-up  Area,Immediate Possession,Hudco South 42,2 BHK,Green Park,982,4,0,44.66
Built-up  Area,Dec 2024,Paithan Road Extension 46,3 Bedroom,,1268,3,2,78.9
Carpet  Area,18 Months,Aurangpura Enclave 54,3 BHK,Lake View,1335,5,2,49.89
Carpet  Area,Under Construction,Vedant Nagar Phase 18,1 BHK,Sai Residency,465,5,0,25.91
Carpet  Area,Under Construction,Vedant Nagar Enclave 10,2 BHK,Sai Residency,949,5,2,56.18
Carpet  Area,Under Construction,Harsul Phase 13,5 BHK,Nilgiri Heights,3645,2,0,223.12
Carpet  Area,Ready To Move,Harsul Central 40,4 BHK,Golden Nest,1973,3,2,118.68
Plot  Area,Immediate Possession,Kranti Chowk South 37,2 Bedroom,Sai Residency,992,5,2,53.85
Built-up  Area,Immediate Possession,Hudco West 30,4 BHK,Nilgiri Heights,2081,1,3,129.7
Super built-up  Area,18 Months,Jalna Road North 30,3 Bedroom,,1388,1,2,48.96
Carpet  Area,Dec 2024,Baijipura Central 38,4 BHK,Sunshine Towers,2788,2,3,154.88
Built-up  Area,Dec 2024,Padegaon Block 33,1 BHK,Lake View,747,5,3,26.26
Carpet  Area,Dec 2024,Nirala Bazaar Block 8,3 BHK,Rose Garden,1297,1,1,69.18
Plot  Area,18 Months,Garkheda West 26,5 BHK,Sunshine Towers,3162,2,3,139.82
Super built-up  Area,Immediate Possession,Mukundwadi Enclave 21,3 Bedroom,Golden Nest,1207,1,0,64.35
Plot  Area,Under Construction,Jalna Road South 35,2 BHK,Lake View,708,1,0,41.97
Super built-up  Area,Under Construction,MGM Campus Sector 7,3 Bedroom,Nilgiri Heights,1677,2,2,74.62
Built-up  Area,Ready To Move,Jalna Road South 21,5 BHK,Sunshine Towers,3209,3,2,190.65
Super built-up  Area,18 Months,Mukundwadi Extension 3,5 BHK,,4223,5,1,246.15
Plot  Area,Dec 2024,Paithan Road Sector 11,3 BHK,Sai Residency,1611,3,2,89.53
Carpet  Area,Under Construction,Usmanpura Central 50,3 BHK,Rose Garden,1637,1,3,78.32
Built-up  Area,Dec 2024,Waluj MIDC Extension 56,5 BHK,,4264,4,2,243.91
Plot  Area,Immediate Possession,Garkheda Sector 18,2 Bedroom,Lake View,848,4,2,39.26
Super built-up  Area,Under Construction,Nakshtrawadi Phase 32,1 BHK,Golden Nest,724,5,1,43.66
Carpet  Area,Ready To Move,Cantonment Enclave 53,3 Bedroom,Sunshine Towers,1070,3,3,37.7
Carpet  Area,Dec 2024,Shivaji Nagar Phase 50,2 Bedroom,Sunshine Towers,741,1,1,45.17
Built-up  Area,Under Construction,Satara Area South 7,3 Bedroom,,1512,1,1,80.87
Carpet  Area,Dec 2024,Pundlik Nagar Block 37,2 Bedroom,Rose Garden,863,1,0,43.64
Super built-up  Area,Immediate Possession,Seven Hills Sector 53,3 BHK,Sunshine Towers,1624,5,3,87.64
Built-up  Area,Under Construction,Usmanpura Central 58,1 BHK,Sai Residency,436,2,1,23.38
Plot  Area,Ready To Move,Hudco Enclave 50,2 Bedroom,Sai Residency,1108,2,2,58.88
Carpet  Area,Dec 2024,Shivaji Nagar Enclave 32,3 BHK,,1115,5,1,51.15
Built-up  Area,Immediate Possession,Seven Hills North 39,2 BHK,,1264,5,1,52.5
Carpet  Area,Under Construction,Nakshtrawadi Phase 25,2 Bedroom,Sunshine Towers,729,4,2,25.79
Built-up  Area,Immediate Possession,Beed Bypass Enclave 34,1 BHK,Sai Residency,717,5,3,29.62
Super built-up  Area,Ready To Move,Mukundwadi Extension 32,2 BHK,Rose Garden,1026,4,3,56.82
Super built-up  Area,18 Months,Cantonment East 7,3 Bedroom,Golden Nest,1345,1,0,81.99
Carpet  Area,18 Months,Kranti Chowk South 27,3 Bedroom,Sunshine Towers,1788,5,3,108.07
Plot  Area,Dec 2024,Satara Area North 6,5 BHK,Sai Residency,3241,5,1,125.99
Super built-up  Area,Immediate Possession,Cantonment Extension 21,2 BHK,,862,3,3,36.45
Built-up  Area,Immediate Possession,Mukundwadi South 1,2 BHK,Sai Residency,756,3,1,36.77
Carpet  Area,Dec 2024,Pundlik Nagar Sector 30,3 BHK,Sunshine Towers,1195,4,0,47.47
Super built-up  Area,Dec 2024,Nirala Bazaar North 59,4 BHK,Rose Garden,2104,5,0,123.35
Plot  Area,Dec 2024,Garkheda Extension 14,2 BHK,Sai Residency,864,3,0,38.99
Super built-up  Area,Immediate Possession,Beed Bypass Phase 29,3 Bedroom,Green Park,1112,1,3,69.58
Plot  Area,Dec 2024,Waluj MIDC Block 58,2 Bedroom,Sai Residency,857,1,0,52.31
Built-up  Area,Under Construction,Baijipura Central 58,3 BHK,Lake View,1477,3,3,70.73
Super built-up  Area,Dec 2024,Vedant Nagar Phase 50,3 Bedroom,Sai Residency,1199,2,1,57.14
Plot  Area,Immediate Possession,Harsul South 36,5 BHK,Green Park,4582,1,2,180.99
Built-up  Area,Dec 2024,Paithan Road South 45,2 Bedroom,Lake View,1270,1,3,58.03
Plot  Area,Under Construction,Seven Hills Block 51,2 Bedroom,Nilgiri Heights,879,5,1,50.17
Plot  Area,Immediate Possession,Baijipura Block 23,3 Bedroom,Sai Residency,1027,4,2,39.27
Built-up  Area,Ready To Move,Beed Bypass South 22,5 BHK,Green Park,3660,4,1,171.11
Carpet  Area,Dec 2024,MGM Campus East 53,5 BHK,Sai Residency,3988,2,0,241.14
Plot  Area,Ready To Move,Satara Area Sector 55,1 BHK,Sunshine Towers,682,4,2,32.79
Built-up  Area,18 Months,Jalna Road Block 28,2 Bedroom,Green Park,1264,5,3,66.82
Built-up  Area,Under Construction,Beed Bypass East 16,2 Bedroom,Sunshine Towers,946,2,2,51.2
Built-up  Area,Under Construction,Waluj MIDC Sector 14,1 BHK,Green Park,738,3,1,32.06
Plot  Area,Ready To Move,Harsul North 12,3 BHK,Nilgiri Heights,1129,1,1,61.15
Built-up  Area,18 Months,Usmanpura Enclave 53,3 Bedroom,Green Park,1171,3,1,71.3
Built-up  Area,18 Months,CIDCO North 21,3 BHK,Nilgiri Heights,1422,2,3,51.58
Plot  Area,18 Months,Seven Hills East 6,2 Bedroom,Sunshine Towers,921,2,0,50.5
Carpet  Area,Dec 2024,Satara Area Block 27,2 BHK,Lake View,1128,1,1,60.89
Built-up  Area,Under Construction,Baijipura Block 23,3 BHK,,1469,2,0,71.46
Built-up  Area,18 Months,Cantonment Enclave 42,3 Bedroom,Green Park,1667,1,2,87.22
Plot  Area,18 Months,Jalna Road North 11,2 BHK,Sai Residency,1282,5,1,75.39
Carpet  Area,Ready To Move,Shahgunj East 32,5 BHK,Sai Residency,3247,4,1,142.59
Super built-up  Area,Under Construction,Harsul North 6,4 BHK,Rose Garden,1726,3,3,73.66
Built-up  Area,18 Months,Usmanpura Extension 42,5 BHK,Sai Residency,2715,3,1,134.3
Super built-up  Area,Under Construction,Shivaji Nagar South 42,3 BHK,Green Park,1398,4,1,63.32
Carpet  Area,Ready To Move,Mukundwadi Extension 32,5 BHK,Sai Residency,4746,1,1,306.13
Built-up  Area,Ready To Move,Paithan Road Block 5,1 BHK,Rose Garden,515,4,3,18.06
Built-up  Area,Ready To Move,Satara Area North 34,2 Bedroom,Lake View,823,1,3,42.6
Super built-up  Area,Dec 2024,Shendra MIDC North 20,3 Bedroom,,1674,5,1,80.48
Plot  Area,Ready To Move,Cantonment North 23,5 BHK,Sai Residency,4960,3,1,205.22
Built-up  Area,18 Months,MGM Campus South 27,1 BHK,Nilgiri Heights,544,3,0,29.24
Super built-up  Area,Dec 2024,Usmanpura Central 48,4 BHK,Green Park,2164,5,0,91.72
Super built-up  Area,Immediate Possession,Cantonment North 23,4 BHK,Nilgiri Heights,2784,4,2,171.34
Built-up  Area,Ready To Move,Kranti Chowk Block 14,4 BHK,,1648,5,1,76.42
Plot  Area,Immediate Possession,Nirala Bazaar North 30,4 BHK,Rose Garden,1731,2,3,91.19
Plot  Area,Dec 2024,Jalna Road Block 57,4 BHK,Nilgiri Heights,2583,2,3,112.01
Plot  Area,Dec 2024,Aurangpura Block 39,2 Bedroom,Nilgiri Heights,1115,5,3,44.09
Built-up  Area,Immediate Possession,Nakshtrawadi Phase 43,4 BHK,Green Park,1974,5,2,82.6
Super built-up  Area,Dec 2024,Nirala Bazaar Extension 43,3 Bedroom,Nilgiri Heights,1619,3,1,92.9
Carpet  Area,Under Construction,Beed Bypass Phase 29,1 BHK,Sai Residency,412,1,0,15.28
Super built-up  Area,Under Construction,Vedant Nagar Block 41,3 BHK,Sai Residency,1205,2,0,45.89
Super built-up  Area,Under Construction,Shivaji Nagar North 54,3 Bedroom,Sai Residency,1763,3,1,101.55
Carpet  Area,Ready To Move,Paithan Road South 3,3 Bedroom,Rose Garden,1402,4,0,85.75
Plot  Area,Under Construction,Nirala Bazaar South 15,2 Bedroom,Sunshine Towers,737,3,0,38.06
Plot  Area,18 Months,Mukundwadi South 1,2 Bedroom,Golden Nest,1245,1,1,58.41
Built-up  Area,18 Months,Vedant Nagar Extension 29,1 BHK,Sunshine Towers,600,2,2,26.69
Built-up  Area,Dec 2024,Satara Area North 42,2 BHK,,1213,4,1,42.88
Carpet  Area,Under Construction,Shivaji Nagar Block 10,4 BHK,Nilgiri Heights,1895,2,1,75.84
Carpet  Area,18 Months,Seven Hills West 38,2 Bedroom,Golden Nest,931,4,0,38.31
Built-up  Area,Dec 2024,Hudco East 1,3 BHK,Rose Garden,1125,5,2,47.8
Super built-up  Area,18 Months,Jalna Road Central 47,3 Bedroom,Nilgiri Heights,1138,1,1,41.39
Plot  Area,18 Months,Vedant Nagar East 13,2 BHK,Sunshine Towers,898,3,0,48.67
Carpet  Area,Under Construction,Cantonment Block 24,5 BHK,Rose Garden,4779,5,3,220.82
Super built-up  Area,Under Construction,Aurangpura Extension 25,5 BHK,Rose Garden,4370,1,0,254.9
Carpet  Area,18 Months,Aurangpura Phase 8,3 BHK,Sai Residency,1355,3,3,87.34
Plot  Area,18 Months,Nirala Bazaar Phase 46,4 BHK,Green Park,2409,4,3,156.38
Built-up  Area,18 Months,Nakshtrawadi Enclave 2,2 BHK,Lake View,1232,1,1,66.01
Plot  Area,18 Months,CIDCO West 15,2 Bedroom,Sai Residency,979,4,2,63.52
Super built-up  Area,Under Construction,Padegaon East 45,4 BHK,Sai Residency,1910,5,3,109.93
Carpet  Area,18 Months,Paithan Road Sector 11,1 BHK,Golden Nest,683,4,3,25.22
Carpet  Area,Ready To Move,Harsul Phase 5,4 BHK,Rose Garden,1920,4,3,100.08
Plot  Area,Under Construction,Nirala Bazaar South 42,3 BHK,Rose Garden,1646,4,3,92.61
Built-up  Area,18 Months,Satara Area Phase 3,2 BHK,,874,5,3,37.76
Super built-up  Area,Under Construction,Aurangpura Phase 16,2 Bedroom,Sunshine Towers,1231,1,1,76.25
Carpet  Area,Under Construction,Shivaji Nagar South 48,2 BHK,Green Park,1097,5,0,50.6
Built-up  Area,Immediate Possession,Shendra MIDC South 43,3 BHK,Sunshine Towers,1370,1,3,53.25
Carpet  Area,18 Months,Waluj MIDC South 29,2 Bedroom,Green Park,1160,3,2,54.19
Plot  Area,Under Construction,Shivaji Nagar Central 47,2 BHK,Sai Residency,735,1,1,26.89
Super built-up  Area,Under Construction,Hudco Extension 33,2 Bedroom,Nilgiri Heights,1024,1,1,64.12
Built-up  Area,18 Months,Kranti Chowk South 59,2 BHK,Nilgiri Heights,1265,1,1,80.88
Carpet  Area,Under Construction,Nakshtrawadi East 5,4 BHK,Golden Nest,2456,2,0,130.87
Super built-up  Area,Ready To Move,Seven Hills South 34,2 BHK,Lake View,1239,5,0,52.03
Carpet  Area,Ready To Move,Cantonment East 38,2 BHK,Golden Nest,983,5,1,46.24
Carpet  Area,18 Months,Shendra MIDC West 10,2 BHK,Sunshine Towers,943,5,0,42.07
Carpet  Area,Ready To Move,Paithan Road Extension 40,4 BHK,Lake View,2371,4,1,104.13
Plot  Area,Dec 2024,Usmanpura Enclave 36,5 BHK,Sai Residency,4106,5,2,158.6
